Machine_ID,Machine_Name,Location,Temperature,Pressure,Vibration,Current,Runtime_Hours,Last_Maintenance,Health_Status
M256,CNC Machine,Section A,75.88726055657105,2.39,1.1040625022054085,9.32,1898,2025-11-27,Healthy
M257,Generator,Section A,84.66524251656506,1.94,1.2061259140932499,17.74,1744,2025-12-01,Warning
M258,Assembly Robot,Packaging Unit,86.96171570471758,2.3,0.2858438946405869,11.66,1487,2025-10-09,Warning
M259,Hydraulic Press,Section C,57.42320614997391,2.96,0.8695223882190738,21.79,257,2026-03-26,Healthy
M260,Industrial Pump,Section B,71.7794854649362,2.09,0.8446573640928127,13.9,676,2026-03-28,Healthy
M261,Industrial Pump,Assembly Line,82.29964989164006,3.53,1.521271625113996,17.71,1856,2026-04-12,Warning
M262,Hydraulic Press,Section B,74.85032625083733,3.75,1.1488492558154517,28.12,216,2025-12-29,Healthy
M263,Hydraulic Press,Packaging Unit,83.27224738549299,2.63,0.8436838068237095,29.72,545,2026-01-28,Healthy
M264,Industrial Pump,Assembly Line,86.85248328532215,3.08,0.35784828611591624,27.22,1605,2026-07-01,Warning
M265,Hydraulic Press,Assembly Line,88.99645277450696,3.38,0.4935003530091304,24.65,1592,2026-02-25,Warning
M266,Boiler,Section B,88.14156605882015,3.68,1.0645855386586738,16.36,675,2025-11-18,Warning
M267,Boiler,Assembly Line,75.43114961606,3.16,0.4294574720795551,23.28,1429,2026-05-17,Healthy
M268,Air Compressor,Section A,60.00771996387946,2.08,0.5909348952078063,18.32,157,2025-09-23,Healthy
M269,Assembly Robot,Section C,58.913523888340016,1.68,0.9987046677554617,20.54,442,2026-06-13,Healthy
M270,Hydraulic Press,Assembly Line,84.15790826073662,3.67,1.7490192384529502,20.65,125,2026-05-26,Warning
M271,Hydraulic Press,Section B,71.70534748484195,2.32,1.0982234404902658,8.4,240,2025-10-15,Healthy
M272,Air Compressor,Warehouse,79.8568273958683,1.77,1.1972454663664958,16.15,746,2025-12-15,Healthy
M273,Industrial Pump,Section B,75.06587551669634,2.46,1.6025217852247378,21.5,1165,2026-03-16,Warning
M274,Packaging Machine,Section B,66.63274731901414,3.6,1.505667203287744,12.33,138,2026-05-08,Warning
M275,CNC Machine,Section A,74.9059660097013,2.98,1.730136604020106,17.84,876,2026-01-19,Warning
M276,Cooling System,Warehouse,87.66378080690995,3.79,1.2452504816434553,16.19,1471,2026-06-25,Warning
M277,Packaging Machine,Section B,73.6229925605281,3.12,1.618110604415574,27.22,1806,2026-06-09,Warning
M278,Industrial Pump,Assembly Line,59.7608795843271,3.47,1.1168855220927587,23.66,666,2026-07-01,Healthy
M279,Hydraulic Press,Assembly Line,67.7830107871526,2.72,0.8901236355942865,19.81,358,2026-05-24,Healthy
M280,Hydraulic Press,Section C,78.88995311440307,3.61,0.9568924738087611,28.9,1930,2026-05-12,Healthy
M281,Cooling System,Warehouse,89.25184557193114,3.12,1.5401044968035098,23.15,121,2026-03-21,Warning
M282,Assembly Robot,Packaging Unit,84.78822506856035,2.07,0.24707362654960355,16.25,789,2026-07-07,Warning
M283,Air Compressor,Packaging Unit,59.30920039709668,1.66,1.3502088696954793,27.06,1927,2026-05-21,Healthy
M284,Generator,Section A,60.58853190674071,2.32,0.457789154293063,6.05,802,2026-05-01,Healthy
M285,Conveyor Belt,Warehouse,88.72723886962834,3.52,0.8309195643943493,9.62,1516,2026-04-21,Warning
M286,Hydraulic Press,Packaging Unit,88.67476202175285,2.51,0.8814380097603917,22.29,543,2025-10-13,Warning
M287,CNC Machine,Section B,78.89459735832315,2.27,1.090488398592583,21.54,890,2026-01-13,Healthy
M288,CNC Machine,Packaging Unit,64.4818515549356,3.8,1.5631268781067214,6.24,1246,2026-01-21,Warning
M289,Generator,Section A,57.80065081417906,1.61,1.0312865465948955,24.38,1756,2026-04-23,Healthy
M290,Conveyor Belt,Section C,70.36334205110282,2.55,0.9059682477202244,10.57,1748,2025-11-18,Healthy
M291,CNC Machine,Warehouse,76.6466184340927,2.03,1.6294326376704367,13.01,1726,2025-10-14,Warning
M292,Assembly Robot,Section B,60.585758198675315,3.95,0.33697956223139813,6.16,1394,2025-11-02,Healthy
M293,CNC Machine,Packaging Unit,63.89452581343196,2.45,1.4100487478349133,11.91,516,2026-01-22,Warning
M294,Industrial Pump,Warehouse,57.95516311267904,1.62,1.5868794870758793,20.46,112,2026-01-29,Warning
M295,Air Compressor,Section C,57.08236106858571,1.53,0.37092428203248207,26.73,1257,2025-10-21,Healthy
M296,Generator,Section C,84.51081045972904,3.8,0.1755642822700666,13.19,1300,2026-06-04,Warning
M297,Air Compressor,Section B,64.86675137243222,3.2,1.0933526634226949,24.5,259,2026-07-03,Healthy
M298,Generator,Section A,64.64411592195509,1.54,1.1717674934377575,23.49,455,2026-03-27,Healthy
M299,Conveyor Belt,Section C,70.58777043276739,2.56,1.5125853051700497,5.18,1255,2026-02-08,Warning
M300,Generator,Section C,75.04921928972378,2.21,1.0884949422648316,22.74,166,2026-03-02,Healthy
M301,Boiler,Section B,88.29712727189774,3.54,1.4794411253767017,13.11,739,2025-12-27,Warning
M302,Conveyor Belt,Assembly Line,60.41289647992534,1.54,1.29302176951267,13.93,1575,2026-06-28,Healthy
M303,CNC Machine,Section C,56.25070575582888,1.6,1.7203110790332807,25.62,1177,2025-11-27,Warning
M304,Boiler,Warehouse,82.36977198251671,3.24,1.6073586668549598,24.93,1317,2025-12-27,Warning
M305,Packaging Machine,Warehouse,78.27352168260684,3.07,1.3313867585410897,25.95,377,2026-03-31,Healthy
M306,Assembly Robot,Section C,75.88448737616926,1.87,0.1967373854879929,26.41,1111,2026-04-24,Healthy
M307,Assembly Robot,Section C,73.50942882428998,3.49,1.732168400841493,11.78,1276,2026-01-16,Warning
M308,Cooling System,Assembly Line,71.94504265946058,3.61,1.258333853653724,6.65,1774,2026-01-16,Healthy
M309,Packaging Machine,Packaging Unit,73.73167488993113,1.85,0.8133944632243577,25.5,968,2026-02-16,Healthy
M310,Cooling System,Packaging Unit,89.33719755918868,1.57,0.15269463086241755,22.55,569,2025-09-24,Warning
M311,Packaging Machine,Section A,72.90505407801174,3.7,0.9352333290692695,16.38,1107,2026-02-15,Healthy
M312,Hydraulic Press,Packaging Unit,72.70776651406179,3.03,0.7540411695844199,27.25,512,2026-04-01,Healthy
M313,Cooling System,Section B,57.3080521804288,3.82,0.26228616874874333,20.71,1446,2026-01-06,Healthy
M314,Assembly Robot,Section A,76.46061541398889,3.22,0.251300734079384,20.93,849,2026-02-18,Healthy
M315,Packaging Machine,Section B,68.24381227451303,1.7,1.710631505558452,13.63,1247,2026-01-06,Warning
M316,Conveyor Belt,Section C,70.26908745053626,2.7,1.5944725835039193,7.09,747,2025-10-03,Warning
M317,Conveyor Belt,Section A,69.79916145603275,3.79,0.8574537629002941,28.8,1424,2026-04-25,Healthy
M318,Generator,Section C,89.17493989467373,3.24,1.233364574975645,24.01,646,2026-06-28,Warning
M319,Industrial Pump,Section A,64.06329053316274,3.68,1.656930568742771,11.86,1158,2026-01-02,Warning
M320,Conveyor Belt,Section A,79.2278616067457,3.51,1.5685987866797968,29.68,808,2026-03-05,Warning
M321,CNC Machine,Section B,88.03001728024195,3.77,0.7374963057169088,12.75,411,2026-01-29,Warning
M322,CNC Machine,Section C,81.59350403670352,2.4,1.0755556278227285,16.57,406,2025-12-04,Healthy
M323,Packaging Machine,Section A,84.76108435902577,1.82,0.7182917772314824,21.64,627,2026-07-07,Warning
M324,Air Compressor,Section A,63.314859141568526,3.7,0.3198032969181387,26.17,289,2026-05-06,Healthy
M325,Generator,Section B,66.77761327401133,3.43,0.42343892596962684,10.66,967,2026-04-03,Healthy
M326,Assembly Robot,Section C,68.67359030802731,2.46,1.605968865495807,25.82,1735,2026-03-15,Warning
M327,Conveyor Belt,Section B,64.50016645912515,3.92,1.547320257884235,26.36,935,2026-03-19,Warning
M328,Assembly Robot,Packaging Unit,78.75931599241197,2.99,1.0450870400559276,27.89,438,2025-10-31,Healthy
M329,Industrial Pump,Section C,63.84932974874356,2.48,1.2561555842897723,28.66,1999,2025-12-29,Healthy
M330,Cooling System,Section A,61.99828083323808,3.06,0.644010498423761,22.9,1250,2026-01-14,Healthy
M331,Conveyor Belt,Warehouse,77.91492353058933,1.5,0.7732703799605302,22.95,1184,2026-03-19,Healthy
M332,Hydraulic Press,Packaging Unit,55.927063305534574,3.48,1.0990968545962505,10.22,1410,2026-07-06,Healthy
M333,Packaging Machine,Assembly Line,82.5868765512301,2.73,0.8424328085074217,24.8,1718,2026-06-06,Healthy
M334,Boiler,Section C,66.71277465841592,1.63,0.9830184944037254,13.61,392,2026-07-08,Healthy
M335,CNC Machine,Packaging Unit,63.93606965171357,1.62,1.148740734038217,20.16,1321,2025-12-10,Healthy
M336,Generator,Assembly Line,72.79324278051521,1.85,0.7057608901427316,17.29,926,2025-09-28,Healthy
M337,Generator,Section C,79.12472411735487,3.46,1.6805450956511052,10.79,159,2025-10-05,Warning
M338,Hydraulic Press,Packaging Unit,89.81150291760216,2.57,1.057425451741754,18.05,502,2026-04-05,Warning
M339,Generator,Assembly Line,71.76563844111834,2.62,1.201674406947657,19.66,1571,2025-12-01,Healthy
M340,Boiler,Section B,67.99651309058922,2.14,1.312368118959306,17.06,1532,2025-11-07,Healthy
M341,CNC Machine,Assembly Line,79.95145269505494,2.87,1.5978851347176282,17.17,433,2025-11-19,Warning
M342,Generator,Section B,69.64598997920189,3.12,1.5241577166645024,22.76,496,2026-07-06,Warning
M343,CNC Machine,Section B,60.78154134328868,2.4,1.0931400092085473,27.11,871,2026-01-26,Healthy
M344,Assembly Robot,Warehouse,57.440402355045045,3.65,1.5384799967021625,23.0,1050,2026-01-14,Warning
M345,Industrial Pump,Section B,86.09764517655705,3.49,1.6811198141844952,25.56,1737,2026-05-20,Critical
M346,Cooling System,Section A,59.66722504435544,2.24,1.0610461642416187,21.07,161,2026-05-06,Healthy
M347,Hydraulic Press,Packaging Unit,71.27689893772143,1.75,1.3148506716362471,10.0,1313,2026-05-03,Healthy
M348,Packaging Machine,Packaging Unit,88.12214929542739,3.26,1.576804025982714,29.71,1834,2026-06-02,Warning
M349,Boiler,Section B,68.67344723354425,1.52,0.11253164500763521,20.73,808,2025-09-28,Healthy
M350,Cooling System,Warehouse,71.068224291398,2.37,0.27218313765930513,27.85,1945,2026-01-17,Healthy
M351,Hydraulic Press,Section A,79.60868898920037,3.04,0.10567699133643164,19.87,789,2025-09-29,Healthy
M352,Packaging Machine,Warehouse,71.50042026799366,2.01,0.18840338331331313,18.08,1973,2025-12-01,Healthy
M353,Air Compressor,Assembly Line,72.14384298319595,3.66,0.3738642044703784,12.26,1601,2026-04-08,Healthy
M354,Industrial Pump,Section B,67.90065087567162,2.74,1.598450888345305,21.71,409,2026-05-14,Warning
M355,Cooling System,Packaging Unit,60.61130762787416,3.06,0.2727839017270667,25.45,1543,2026-04-29,Healthy
M356,Assembly Robot,Warehouse,75.52474187388506,3.02,0.2349949378469986,6.04,739,2025-10-18,Healthy
M357,CNC Machine,Packaging Unit,80.30902153097662,2.43,0.10249713777687762,11.96,1661,2026-04-06,Healthy
M358,Packaging Machine,Section B,83.1562104465403,3.53,1.029216319545337,10.49,530,2026-02-14,Healthy
M359,CNC Machine,Packaging Unit,74.36533404699875,3.5,0.800277975546263,22.23,575,2025-11-20,Healthy
M360,Conveyor Belt,Section A,78.7899040584107,2.2,1.6620266552263743,26.65,785,2026-05-12,Warning
M361,Air Compressor,Section A,78.00984955796956,3.41,1.2885297747613953,10.09,1762,2025-10-01,Healthy
M362,Hydraulic Press,Warehouse,59.0362367861853,2.95,1.0875291106323317,9.19,248,2025-10-24,Healthy
M363,Packaging Machine,Packaging Unit,64.31672640898512,3.78,1.7831646316463319,26.57,792,2026-03-10,Warning
M364,Assembly Robot,Section C,79.00184370986949,3.51,0.2963654382728883,6.53,403,2025-10-31,Healthy
M365,Air Compressor,Warehouse,83.53163179603933,1.59,1.6707612384465111,15.85,936,2026-03-13,Warning
M366,Air Compressor,Packaging Unit,84.75985284303766,2.86,1.7900467342515576,22.01,961,2026-03-23,Warning
M367,Conveyor Belt,Packaging Unit,57.680934216529515,1.52,0.9610052812168348,21.66,1384,2026-05-29,Healthy
M368,CNC Machine,Packaging Unit,79.47817663982333,1.77,0.8430970382094517,23.4,1051,2026-01-22,Healthy
M369,Air Compressor,Section A,68.68257267543915,2.84,0.5108744193390711,5.64,1659,2025-09-30,Healthy
M370,Conveyor Belt,Packaging Unit,77.52143853080608,3.97,0.4069828414991127,9.75,1189,2026-06-28,Healthy
M371,Assembly Robot,Warehouse,56.82889953239502,3.48,1.2344943763571192,16.76,1300,2026-06-10,Healthy
M372,Packaging Machine,Section C,59.06175021481257,1.52,0.9168312774768529,10.43,1267,2025-11-02,Healthy
M373,Air Compressor,Warehouse,73.0876350669529,2.6,0.4577946690603988,28.89,478,2025-12-24,Healthy
M374,Packaging Machine,Section A,59.77481220458413,3.11,1.4632624605671085,29.52,548,2026-06-07,Warning
M375,Cooling System,Section B,71.73818389531888,1.61,0.7022387170948985,22.99,757,2025-12-23,Healthy
M376,Industrial Pump,Section A,83.55715790672363,3.26,0.2925168529818017,12.92,933,2025-09-27,Healthy
M377,Packaging Machine,Section B,63.43475409981818,1.58,1.1037521557834942,18.33,989,2026-02-08,Healthy
M378,CNC Machine,Assembly Line,66.41618146259448,3.01,0.5712026473877896,12.57,1667,2025-11-26,Healthy
M379,Generator,Section B,61.86309606572411,1.66,1.4534364199748344,14.23,1040,2025-10-22,Warning
M380,Generator,Assembly Line,71.57442829223336,2.97,1.0073814722987748,16.04,611,2026-02-02,Healthy
M381,Industrial Pump,Section A,88.97327539404253,3.83,1.4854047132978185,11.44,140,2026-04-07,Warning
M382,Packaging Machine,Warehouse,77.61757432196978,3.81,0.3189521775672204,22.79,136,2026-06-22,Healthy
M383,Generator,Warehouse,76.77134624715882,3.86,1.5765884680439415,29.54,1207,2026-02-16,Warning
M384,Industrial Pump,Warehouse,56.298029403247206,3.84,0.19325903195644506,22.9,480,2026-04-28,Healthy
M385,Conveyor Belt,Section A,75.32950190565593,2.77,0.11465984553810328,6.02,1195,2026-05-15,Healthy
M386,Generator,Warehouse,59.43580028034667,1.63,0.2308923838987783,7.28,811,2026-02-28,Healthy
M387,Cooling System,Section C,56.477120886692354,2.14,0.6101508465165346,18.66,1199,2026-03-05,Healthy
M388,Generator,Warehouse,60.83835529687436,2.95,0.7192022906101827,12.35,543,2025-10-23,Healthy
M389,Industrial Pump,Assembly Line,81.13287906941669,3.33,1.3594380025959658,29.73,603,2026-07-05,Healthy
M390,Industrial Pump,Section C,84.26911579415608,3.37,1.0535855763381772,27.43,1817,2026-05-30,Warning
M391,Industrial Pump,Assembly Line,62.124267461746214,1.94,0.33021456925122694,27.03,106,2026-06-06,Healthy
M392,CNC Machine,Section C,71.4759796163859,3.82,0.9069470016174979,16.52,101,2026-03-20,Healthy
M393,Assembly Robot,Section B,78.40446021469798,2.43,0.24817022716172774,27.52,468,2025-11-19,Healthy
M394,Air Compressor,Packaging Unit,59.171806629566674,2.7,0.23050294477271133,10.63,1317,2025-11-10,Healthy
M395,Packaging Machine,Section B,81.01751943275214,1.7,1.2948746948686107,9.76,364,2025-11-04,Healthy
M396,Conveyor Belt,Warehouse,69.70456164246272,2.1,0.7119825709864046,17.0,683,2025-10-02,Healthy
M397,Conveyor Belt,Section A,61.3526494313881,3.89,1.3892458779556742,23.38,1056,2026-03-25,Healthy
M398,Generator,Assembly Line,75.98023916738882,1.98,0.5050387453748982,16.93,1940,2026-03-08,Healthy
M399,Hydraulic Press,Section C,62.61230934108907,2.55,0.9234878559167853,5.2,1835,2026-01-02,Healthy
M400,Conveyor Belt,Section B,74.0091999229731,2.75,1.0891006685974192,20.46,1992,2025-10-21,Healthy
M401,CNC Machine,Packaging Unit,67.92826821289279,2.59,0.30584867960922424,17.65,911,2025-11-04,Healthy
M402,Assembly Robot,Warehouse,86.28589739163075,2.84,0.8303279453942278,15.55,732,2025-10-19,Warning
M403,Assembly Robot,Packaging Unit,62.31281679698263,3.99,1.7114058353596022,15.29,279,2025-11-29,Warning
M404,Generator,Section A,72.44363928165006,1.65,1.781128097186066,26.62,1745,2025-09-28,Warning
M405,CNC Machine,Assembly Line,55.9429827685822,3.37,1.0097757464145982,15.89,1878,2026-04-11,Healthy
M406,Boiler,Section A,88.56302085950315,2.48,1.4126228998513952,10.39,1478,2026-06-30,Warning
M407,Air Compressor,Section A,70.41296553391075,3.57,0.46149716145244546,28.5,425,2025-10-06,Healthy
M408,Air Compressor,Assembly Line,89.06351932434839,1.93,0.7750908255341992,14.72,865,2026-02-01,Warning
M409,Generator,Warehouse,76.93500320623988,1.55,0.5971542243409703,28.06,942,2026-06-08,Healthy
M410,Air Compressor,Section A,88.40454834929146,2.85,1.152767178122165,15.11,1114,2026-02-17,Warning
M411,Cooling System,Section B,68.31432979855572,3.96,0.9877287156681779,11.48,1684,2025-10-23,Healthy
M412,Hydraulic Press,Packaging Unit,58.45521086801111,1.67,1.2727005829652047,13.24,129,2026-04-22,Healthy
M413,Generator,Packaging Unit,72.51490245060829,2.39,1.1742327144191376,16.04,114,2025-11-28,Healthy
M414,Boiler,Section A,61.34238888750363,3.92,1.4781157389786643,12.93,1575,2026-05-19,Warning
M415,Boiler,Section B,56.97081604914267,1.92,0.2129207029965195,22.87,1341,2025-10-22,Healthy
M416,Air Compressor,Warehouse,71.68335964308686,1.98,1.6397176936309674,11.55,1569,2025-11-16,Warning
M417,Conveyor Belt,Warehouse,82.56887895419273,2.37,0.7265202215297031,29.61,1073,2025-11-19,Healthy
M418,Cooling System,Assembly Line,64.32927224553185,1.99,0.7435821469491457,22.35,1074,2025-12-03,Healthy
M419,CNC Machine,Section A,85.47781169103982,3.42,1.518005284529552,29.7,148,2026-04-12,Warning
M420,Conveyor Belt,Packaging Unit,69.64540561780714,1.86,0.47046337208872924,26.66,1602,2025-10-23,Healthy
M421,Industrial Pump,Section A,82.21944993647924,2.96,0.7009084460201631,22.29,864,2025-10-10,Healthy
M422,Boiler,Packaging Unit,66.22301675892747,2.92,0.9376137355284275,29.6,1827,2026-05-12,Healthy
M423,Cooling System,Section C,62.94125618506489,3.63,0.6051569471394507,16.65,1046,2026-03-27,Healthy
M424,Assembly Robot,Section A,61.196651758598364,3.01,1.7168225763244545,12.16,896,2026-03-21,Warning
M425,Generator,Section B,69.30110879342362,3.77,1.4188749836012164,10.38,556,2025-10-16,Warning
M426,CNC Machine,Assembly Line,74.43186521212732,2.47,1.0014288267622806,7.94,995,2026-05-05,Healthy
M427,Assembly Robot,Section C,79.4209162623631,3.73,0.27274949122948045,15.9,806,2026-06-08,Healthy
M428,Boiler,Assembly Line,78.62574287763272,2.01,0.19234818492843817,28.74,1835,2026-04-18,Healthy
M429,Hydraulic Press,Assembly Line,67.89047843655773,2.86,1.0278204240956967,22.77,1295,2026-01-29,Healthy
M430,Packaging Machine,Section B,56.35632396661278,3.83,1.1828655879362726,24.29,1292,2025-12-06,Healthy
M431,Assembly Robot,Section C,61.558643772691916,2.98,0.9474659992891266,9.05,1892,2026-02-22,Healthy
M432,Cooling System,Packaging Unit,64.94482220166455,1.65,1.6896992136738467,8.97,601,2026-01-31,Warning
M433,Industrial Pump,Section B,76.98270012812893,2.66,0.6039328981289593,29.47,1812,2026-07-09,Healthy
M434,CNC Machine,Assembly Line,84.4678052747832,2.34,0.4098011982911077,10.54,328,2026-04-05,Warning
M435,Cooling System,Warehouse,78.44795487768815,2.01,0.23413885353245278,27.68,1563,2026-04-25,Healthy
M436,Packaging Machine,Warehouse,65.60013487820609,3.88,1.0932205869250875,6.89,647,2025-11-08,Healthy
M437,Assembly Robot,Packaging Unit,87.82933733490418,1.67,1.7519724550281448,12.53,571,2026-01-26,Critical
M438,Industrial Pump,Section A,82.43278221847329,2.77,1.2355819949891864,25.65,1613,2026-01-02,Healthy
M439,Generator,Assembly Line,59.90002579167067,1.81,1.4343959882671182,17.98,1107,2026-05-26,Warning
M440,Conveyor Belt,Warehouse,60.09063516217781,1.64,0.7017963644560513,20.97,279,2026-04-04,Healthy
M441,CNC Machine,Section C,77.17503305976601,3.91,0.6841853557032466,26.83,329,2025-11-16,Healthy
M442,Conveyor Belt,Section A,87.72611127485334,3.14,1.315377483481861,19.28,160,2025-10-05,Warning
M443,Boiler,Section B,61.68518275906548,2.51,0.32701572361212156,25.55,900,2025-10-11,Healthy
M444,Conveyor Belt,Packaging Unit,66.70466815344082,2.35,0.8752346600298583,20.6,1889,2026-03-04,Healthy
M445,CNC Machine,Assembly Line,60.13693551093311,2.12,1.345535186668656,21.6,712,2026-01-25,Healthy
M446,CNC Machine,Section A,72.75002905072841,1.99,0.629683292275149,24.31,1271,2026-02-19,Healthy
M447,Boiler,Warehouse,89.91848511054026,2.1,1.4299398748627978,16.83,1810,2025-10-16,Warning
M448,Packaging Machine,Section C,69.7375703256667,1.9,0.9744429758193855,23.32,510,2025-12-28,Healthy
M449,Air Compressor,Assembly Line,68.73919011773981,2.53,1.0723137939723615,28.7,1638,2026-01-13,Healthy
M450,CNC Machine,Section C,87.64856143550793,1.92,0.18514127003711822,27.52,184,2026-04-19,Warning
M451,Assembly Robot,Section A,77.54758899743292,2.52,0.3070391521642847,19.6,844,2025-09-29,Healthy
M452,Boiler,Section B,62.40773895663646,2.07,1.040487682413746,14.17,1582,2025-10-22,Healthy
M453,Hydraulic Press,Section A,62.09827327059636,3.94,1.4307690400978774,8.57,1144,2026-06-27,Warning
M454,Assembly Robot,Section A,67.1033717630737,2.51,1.6411027372264355,8.99,1847,2026-03-19,Warning
M455,Generator,Packaging Unit,79.1857172425485,3.17,0.6965555720396579,26.54,1846,2025-11-20,Healthy
M456,Conveyor Belt,Packaging Unit,86.97888898081476,3.87,1.6896133428157967,6.43,1705,2025-12-19,Critical
M457,Packaging Machine,Warehouse,75.38144560550872,2.29,0.5150506039619448,18.67,1271,2026-04-16,Healthy
M458,Cooling System,Assembly Line,64.55780737199991,3.19,0.6525203302202246,16.26,1032,2025-11-20,Healthy
M459,CNC Machine,Packaging Unit,88.18642106580131,3.96,1.1449732084110509,19.96,1858,2026-05-06,Warning
M460,Hydraulic Press,Packaging Unit,57.283696672156914,3.08,1.3456002074552544,5.87,459,2026-01-04,Healthy
M461,Generator,Section B,57.05322722438769,3.47,0.9409297369494846,19.3,1400,2026-04-14,Healthy
M462,Hydraulic Press,Packaging Unit,87.48368554781669,3.88,0.6271899371632096,27.4,256,2026-03-04,Warning
M463,Packaging Machine,Packaging Unit,84.45828165517695,2.34,0.7276553063772078,21.16,1861,2025-12-24,Warning
M464,Industrial Pump,Section C,67.13638567735147,3.91,1.2701271876155302,11.93,490,2026-05-19,Healthy
M465,Hydraulic Press,Warehouse,66.67986597642629,3.65,0.5338261004180098,9.55,797,2026-06-27,Healthy
M466,Hydraulic Press,Section C,87.49695535037048,3.83,0.6434310183699231,24.01,1875,2026-06-22,Warning
M467,CNC Machine,Warehouse,78.78882504151012,3.17,1.5507842055313572,10.91,1619,2026-05-25,Warning
M468,Boiler,Warehouse,71.99532939190661,3.16,0.4679928715793793,25.35,1776,2026-02-19,Healthy
M469,Hydraulic Press,Assembly Line,76.29867133018516,2.36,0.10537014732081335,25.98,1409,2025-10-29,Healthy
M470,CNC Machine,Assembly Line,59.76107611283513,3.69,1.7147594369327455,19.62,1107,2026-04-07,Warning
M471,Assembly Robot,Assembly Line,62.37455143786757,2.53,0.6640945008699698,24.82,1684,2026-06-08,Healthy
M472,Cooling System,Packaging Unit,72.85036214457456,3.19,1.3863096277793823,21.25,309,2026-07-01,Healthy
M473,Boiler,Packaging Unit,89.58062880715386,3.07,1.313556890899122,25.66,1025,2026-02-21,Warning
M474,Assembly Robot,Section C,86.4690595168092,2.47,1.4111050347778715,12.12,257,2026-02-25,Warning
M475,Assembly Robot,Section C,66.14500262873854,2.61,0.9681194610272658,14.87,1712,2025-11-25,Healthy
M476,Boiler,Assembly Line,76.09524945379727,2.96,1.112669726569418,6.8,194,2026-05-17,Healthy
M477,Packaging Machine,Section B,85.05078396538045,3.52,1.1409524374088282,27.77,533,2026-01-01,Warning
M478,Boiler,Section A,73.88332500366927,3.45,0.9134599136303986,7.28,1928,2025-12-09,Healthy
M479,Generator,Section B,82.27774873319512,2.34,1.1306995488500657,15.43,507,2025-12-19,Healthy
M480,Conveyor Belt,Assembly Line,80.54716232349521,3.86,0.40668512681496405,8.03,655,2026-07-03,Healthy
M481,Conveyor Belt,Packaging Unit,78.08942607104714,3.77,0.45987006520442975,27.33,545,2026-03-22,Healthy
M482,Hydraulic Press,Section C,67.04031334604888,2.58,0.8433952173686208,14.64,936,2025-10-20,Healthy
M483,Packaging Machine,Assembly Line,64.8658599958967,2.78,0.28611119429118875,12.51,308,2026-03-27,Healthy
M484,Generator,Section B,55.79841474657152,3.55,0.502453314908722,7.07,1662,2026-06-21,Healthy
M485,Cooling System,Packaging Unit,72.09439273421118,3.7,1.5994871122912622,27.24,1582,2025-12-08,Warning
M486,Hydraulic Press,Section B,87.4172691595327,3.26,0.36988983815916254,28.89,1699,2026-04-05,Warning
M487,Cooling System,Section A,79.14343652317609,1.51,1.5898537625243112,15.06,1494,2026-04-28,Warning
M488,Packaging Machine,Packaging Unit,86.47287521523783,3.23,0.18576733324313935,26.4,1077,2026-02-21,Warning
M489,Boiler,Warehouse,84.4530622239414,2.78,0.6469954668557643,27.42,1847,2026-06-01,Warning
M490,Generator,Section C,85.08988763244957,3.16,1.7508688486914985,18.06,960,2025-12-21,Warning
M491,Boiler,Packaging Unit,84.88953037549878,2.89,0.644017514854577,29.92,1425,2026-06-10,Warning
M492,Air Compressor,Section B,80.62479653270205,2.05,0.5376122963827518,14.58,1166,2025-10-23,Healthy
M493,Industrial Pump,Section B,70.92548298587481,3.02,1.7420377977396695,5.37,164,2026-01-15,Warning
M494,CNC Machine,Section B,67.59864600438262,3.56,1.418164086487698,29.79,652,2026-02-01,Warning
M495,CNC Machine,Assembly Line,88.8706002686219,2.35,1.322743330925114,14.71,1259,2026-06-01,Warning
M496,Industrial Pump,Section B,59.824039181153026,3.38,0.18539679373407691,11.38,1761,2026-06-25,Healthy
M497,Conveyor Belt,Assembly Line,88.21828432205169,2.48,0.7034809905282731,11.99,1221,2026-06-08,Warning
M498,Generator,Section B,62.434693346824524,2.07,1.4681966993709104,23.76,900,2026-04-29,Warning
M499,Air Compressor,Packaging Unit,72.05775072718923,3.37,1.4526179992886277,13.62,1085,2026-02-09,Warning
M500,Cooling System,Packaging Unit,79.71853049255557,2.52,1.1523553942036286,16.05,1260,2026-01-04,Healthy
